"id","bus_name","bus_type","start_time","end_time","total_duration","price","seats_available","ratings","route_link","route_name"
1304,"AdKhurana Bus Service","Volvo A/C (2+2)","08:55","17:25","08h 30m","594","26 Seats available","3.9","https://www.redbus.in/bus-tickets/delhi-to-jalandhar","Delhi to Jalandhar"
1305,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)","23:40","08:00","08h 20m","854","27 Seats available","4.6","https://www.redbus.in/bus-tickets/delhi-to-jalandhar","Delhi to Jalandhar"
1306,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","03:00","12:00","09h 00m","3000","42 Seats available","3","https://www.redbus.in/bus-tickets/delhi-airport-to-patiala","Delhi Airport to Patiala"
1307,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","22:00","07:00","09h 00m","3000","42 Seats available","4","https://www.redbus.in/bus-tickets/delhi-airport-to-patiala","Delhi Airport to Patiala"
1308,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","22:30","04:30","06h 00m","3000","42 Seats available","3","https://www.redbus.in/bus-tickets/delhi-airport-to-patiala","Delhi Airport to Patiala"
1309,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","00:30","09:30","09h 00m","2500","51 Seats available","2.8","https://www.redbus.in/bus-tickets/delhi-airport-to-patiala","Delhi Airport to Patiala"
1310,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","01:30","10:30","09h 00m","2500","51 Seats available","2.8","https://www.redbus.in/bus-tickets/delhi-airport-to-patiala","Delhi Airport to Patiala"
1311,"Indo Canadian Transport Pvt. Ltd.","A/C Seater (2+2)","17:29","01:00","07h 31m","3300","26 Seats available","5","https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport","Ludhiana to Delhi Airport"
1312,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","04:29","12:00","07h 31m","3300","45 Seats available","5","https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport","Ludhiana to Delhi Airport"
1313,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","15:39","01:10","09h 31m","3000","42 Seats available","5","https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport","Ludhiana to Delhi Airport"
1314,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","15:29","23:00","07h 31m","3000","42 Seats available","5","https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport","Ludhiana to Delhi Airport"
1315,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","17:37","01:08","07h 31m","2500","44 Seats available","3.9","https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport","Ludhiana to Delhi Airport"
1316,"Indo Canadian Transport Pvt. Ltd.","Volvo A/C Sleeper (2+1)","03:30","11:45","08h 15m","3850","32 Seats available","4.3","https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana","Delhi Airport to Ludhiana"
1317,"Zingbus Plus","A/C Sleeper (2+1)","20:00","04:25","08h 25m","2034","26 Seats available","1","https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana","Delhi Airport to Ludhiana"
1318,"Zingbus Plus","Bharat Benz A/C Seater /Sleeper (2+1)","20:00","05:30","09h 30m","1375","27 Seats available","1","https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana","Delhi Airport to Ludhiana"
1319,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","19:30","03:45","08h 15m","3300","51 Seats available","3.5","https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana","Delhi Airport to Ludhiana"
1320,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","17:00","03:15","10h 15m","2500","51 Seats available","3.5","https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana","Delhi Airport to Ludhiana"
1321,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","05:00","14:00","09h 00m","3300","46 Seats available","5","https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport","Jalandhar to Delhi Airport"
1322,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","22:00","07:00","09h 00m","3300","39 Seats available","5","https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport","Jalandhar to Delhi Airport"
1323,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","07:00","16:00","09h 00m","3300","22 Seats available","4","https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport","Jalandhar to Delhi Airport"
1324,"Indo Canadian Transport Pvt. Ltd.","A/C Seater (2+2)","16:00","01:00","09h 00m","3300","39 Seats available","4","https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport","Jalandhar to Delhi Airport"
1325,"Indo Canadian Transport Pvt. Ltd.","Volvo A/C Sleeper (2+1)","14:00","23:00","09h 00m","3850","42 Seats available","4","https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport","Jalandhar to Delhi Airport"
1326,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","12:35","21:00","08h 25m","3850","40 Seats available","5","https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport","Phagwara to Delhi Airport"
1327,"Indo Canadian Transport Pvt. Ltd.","Volvo A/C Sleeper (2+1)","14:35","23:00","08h 25m","3850","42 Seats available","5","https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport","Phagwara to Delhi Airport"
1328,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","00:30","10:55","10h 25m","3300","51 Seats available","5","https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport","Phagwara to Delhi Airport"
1329,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","14:35","23:00","08h 25m","3000","42 Seats available","5","https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport","Phagwara to Delhi Airport"
1330,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","12:43","21:08","08h 25m","2500","44 Seats available","5","https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport","Phagwara to Delhi Airport"
1331,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)","23:40","07:50","08h 10m","854","28 Seats available","4.6","https://www.redbus.in/bus-tickets/delhi-to-phagwara","Delhi to Phagwara"
1332,"Laxmi holidays","Bharat Benz A/C Seater /Sleeper (2+1)","22:20","05:30","07h 10m","723","28 Seats available","4.4","https://www.redbus.in/bus-tickets/delhi-to-phagwara","Delhi to Phagwara"
1333,"Laxmi holidays","Bharat Benz A/C Seater /Sleeper (2+1)","22:00","06:00","08h 00m","765","21 Seats available","4.3","https://www.redbus.in/bus-tickets/delhi-to-phagwara","Delhi to Phagwara"
1334,"New Navyug Travels","A/C Sleeper (2+1)","22:45","05:15","06h 30m","775","29 Seats available","4.1","https://www.redbus.in/bus-tickets/delhi-to-phagwara","Delhi to Phagwara"
1335,"Yolo Bus","Bharat Benz A/C Sleeper (2+1)","23:05","05:20","06h 15m","1020","21 Seats available","4.7","https://www.redbus.in/bus-tickets/delhi-to-phagwara","Delhi to Phagwara"
1336,"Zingbus Plus","A/C Sleeper (2+1)","20:00","05:15","09h 15m","2138","15 Seats available","2.7","https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar","Delhi Airport to Jalandhar"
1337,"Zingbus Plus","Bharat Benz A/C Seater /Sleeper (2+1)","20:00","06:05","10h 05m","1411","29 Seats available","2.7","https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar","Delhi Airport to Jalandhar"
1338,"Zingbus Plus","Scania A/C Semi Sleeper (2+2)","20:00","06:45","10h 45m","1299","32 Seats available","3.6","https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar","Delhi Airport to Jalandhar"
1339,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","11:30","21:15","09h 45m","3300","49 Seats available","3.1","https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar","Delhi Airport to Jalandhar"
1340,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","19:30","05:15","09h 45m","3300","51 Seats available","3.1","https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar","Delhi Airport to Jalandhar"
1341,"Laxmi holidays","Bharat Benz A/C Seater /Sleeper (2+1)","21:20","04:45","07h 25m","455","36 Seats available","4.6","https://www.redbus.in/bus-tickets/phagwara-to-delhi","Phagwara to Delhi"
1342,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)","23:05","05:42","06h 37m","600","36 Seats available","4.5","https://www.redbus.in/bus-tickets/phagwara-to-delhi","Phagwara to Delhi"
1343,"Laxmi holidays","VE A/C Sleeper (2+1)","23:10","06:45","07h 35m","570","29 Seats available","4.5","https://www.redbus.in/bus-tickets/phagwara-to-delhi","Phagwara to Delhi"
1344,"Yolo Bus","VE A/C Seater / Sleeper (2+1)","21:37","05:00","07h 23m","620","18 Seats available","4.5","https://www.redbus.in/bus-tickets/phagwara-to-delhi","Phagwara to Delhi"
1345,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)","23:10","05:55","06h 45m","600","41 Seats available","4.8","https://www.redbus.in/bus-tickets/phagwara-to-delhi","Phagwara to Delhi"
1346,"RSRTC - 156675","Express Non AC Seater 2+3","22:30","08:30","10h 00m","650","42 Seats available","1.7","https://www.redbus.in/bus-tickets/delhi-to-amritsar","Delhi to Amritsar"
1347,"Laxmi holidays","Bharat Benz A/C Seater /Sleeper (2+1)","22:20","07:30","09h 10m","713","28 Seats available","4.6","https://www.redbus.in/bus-tickets/delhi-to-amritsar","Delhi to Amritsar"
1348,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)","22:00","08:10","10h 10m","987","18 Seats available","4.7","https://www.redbus.in/bus-tickets/delhi-to-amritsar","Delhi to Amritsar"
1349,"AdIntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)","22:30","08:30","10h 00m","598","22 Seats available","4.5","https://www.redbus.in/bus-tickets/delhi-to-amritsar","Delhi to Amritsar"
1350,"R S YADAV SMART BUS PRIVATE LIMITED","Volvo Multi Axle B11R AC Seater\Sleeper (2+1)","22:40","07:10","08h 30m","699","12 Seats available","4.6","https://www.redbus.in/bus-tickets/delhi-to-amritsar","Delhi to Amritsar"
1351,"Laxmi holidays","Bharat Benz A/C Seater /Sleeper (2+1)","19:30","04:45","09h 15m","608","36 Seats available","4.6","https://www.redbus.in/bus-tickets/amritsar-to-delhi","Amritsar to Delhi"
1352,"Yolo Bus","VE A/C Seater / Sleeper (2+1)","22:11","06:28","08h 17m","600","28 Seats available","4.6","https://www.redbus.in/bus-tickets/amritsar-to-delhi","Amritsar to Delhi"
1353,"Yolo Bus","VE A/C Seater / Sleeper (2+1)","19:56","05:00","09h 04m","620","18 Seats available","4.6","https://www.redbus.in/bus-tickets/amritsar-to-delhi","Amritsar to Delhi"
1354,"AdIntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)","22:45","06:50","08h 05m","600","40 Seats available","4.5","https://www.redbus.in/bus-tickets/amritsar-to-delhi","Amritsar to Delhi"
1355,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)","22:30","07:30","09h 00m","722","25 Seats available","4.5","https://www.redbus.in/bus-tickets/amritsar-to-delhi","Amritsar to Delhi"
1356,"Indo Canadian Transport Pvt. Ltd.","A/C Semi Sleeper (2+2)","12:00","23:00","11h 00m","2500","51 Seats available","5","https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport","Amritsar to Delhi Airport"
1357,"Indo Canadian Transport Pvt. Ltd.","Volvo A/C Sleeper (2+1)","18:00","05:00","11h 00m","3850","29 Seats available","5","https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport","Amritsar to Delhi Airport"
1358,"Indo Canadian Transport Pvt. Ltd.","A/C Seater (2+2)","14:00","01:00","11h 00m","3300","32 Seats available","4.5","https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport","Amritsar to Delhi Airport"
1359,"Indo Canadian Transport Pvt. Ltd.","Volvo A/C Sleeper (2+1)","08:00","19:00","11h 00m","3000","42 Seats available","4.5","https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport","Amritsar to Delhi Airport"
1360,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","12:00","23:00","11h 00m","3000","42 Seats available","4.5","https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport","Amritsar to Delhi Airport"
1361,"Zingbus Plus","A/C Sleeper (2+1)","20:00","05:10","09h 10m","1780","26 Seats available","4.4","https://www.redbus.in/bus-tickets/delhi-airport-to-phagwara","Delhi Airport to Phagwara"
1362,"Zingbus Plus","Bharat Benz A/C Seater /Sleeper (2+1)","20:00","06:20","10h 20m","1375","27 Seats available","4.4","https://www.redbus.in/bus-tickets/delhi-airport-to-phagwara","Delhi Airport to Phagwara"
1363,"Zingbus Plus","Scania A/C Semi Sleeper (2+2)","20:00","07:00","11h 00m","1170","29 Seats available","4.4","https://www.redbus.in/bus-tickets/delhi-airport-to-phagwara","Delhi Airport to Phagwara"
1364,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","11:30","20:45","09h 15m","3300","49 Seats available","2.9","https://www.redbus.in/bus-tickets/delhi-airport-to-phagwara","Delhi Airport to Phagwara"
1365,"Indo Canadian Transport Pvt. Ltd.","A/C Sleeper (2+1)","13:30","21:45","08h 15m","3000","30 Seats available","2.9","https://www.redbus.in/bus-tickets/delhi-airport-to-phagwara","Delhi Airport to Phagwara"
1366,"NEELKANTH TRAVELS","A/C Seater Push Back (2+2)","05:15","08:30","03h 15m","300","25 Seats available","4.5","https://www.redbus.in/bus-tickets/tezpur-to-guwahati","Tezpur to Guwahati"
1367,"MAA Anada (UNDER ASTC)","AC Seater (2+2)","05:20","08:30","03h 10m","304.2","40 Seats available","3.1","https://www.redbus.in/bus-tickets/tezpur-to-guwahati","Tezpur to Guwahati"
1368,"Kanchan Travels","AC Seater (2+2)","05:30","08:45","03h 15m","346","29 Seats available","4.3","https://www.redbus.in/bus-tickets/tezpur-to-guwahati","Tezpur to Guwahati"
1369,"SHIVAM TRAVELS","Bharat Benz A/C Seater (2+1)","15:00","19:15","04h 15m","315","36 Seats available","4.1","https://www.redbus.in/bus-tickets/tezpur-to-guwahati","Tezpur to Guwahati"
1370,"Mahi Travels(Under ASTC)","A/C Seater (2+2)","05:40","08:55","03h 15m","357","21 Seats available","4.5","https://www.redbus.in/bus-tickets/tezpur-to-guwahati","Tezpur to Guwahati"
1371,"Chartered Bus - ASTC","Volvo AC Seater Pushback 2+2","06:15","10:45","04h 30m","389.13","23 Seats available","4.6","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1372,"SHIVAM TRAVELS","Bharat Benz A/C Seater (2+1)","06:45","11:10","04h 25m","297","28 Seats available","4.4","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1373,"Yatra Travels","NON A/C Seater (2+1)","07:00","12:00","05h 00m","450","6 Seats available","4.2","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1374,"Chartered Bus - ASTC","A/C Seater Push Back (2+2)","07:00","11:00","04h 00m","485.57","9 Seats available","4.3","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1375,"Chartered Bus - ASTC","Volvo AC Seater Pushback 2+2","07:30","11:30","04h 00m","389.13","11 Seats available","4.7","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1376,"NEELKANTH TRAVELS","A/C Seater Push Back (2+2)","09:05","14:30","05h 25m","300","37 Seats available","3.9","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1377,"Mahi Travels(Under ASTC)","A/C Seater (2+2)","10:00","15:00","05h 00m","357","30 Seats available","4.1","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1378,"Orient Transline","A/C Seater (2+1)","11:30","15:50","04h 20m","380.95","18 Seats available","4","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1379,"Kanchan Travels","AC Seater (2+2)","10:45","16:00","05h 15m","357","30 Seats available","4","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1380,"Orient Transline","A/C Seater (2+1)","12:15","17:00","04h 45m","380.95","30 Seats available","4.5","https://www.redbus.in/bus-tickets/guwahati-to-tezpur","Guwahati to Tezpur"
1381,"Kareng Travels","Non AC Seater (2+1)","05:00","07:30","02h 30m","300","19 Seats available","4.7","https://www.redbus.in/bus-tickets/guwahati-to-nagaon","Guwahati to Nagaon (Assam)"
1382,"Chartered Bus - ASTC","Volvo AC Seater Pushback 2+2","06:15","09:15","03h 00m","270.01","23 Seats available","4.7","https://www.redbus.in/bus-tickets/guwahati-to-nagaon","Guwahati to Nagaon (Assam)"
1383,"NETWORK TRAVELS","NON A/C Seater (2+2)","06:30","10:00","03h 30m","350","40 Seats available","3.7","https://www.redbus.in/bus-tickets/guwahati-to-nagaon","Guwahati to Nagaon (Assam)"
1384,"SHIVAM TRAVELS","Bharat Benz A/C Seater (2+1)","06:45","09:30","02h 45m","270","28 Seats available","3.8","https://www.redbus.in/bus-tickets/guwahati-to-nagaon","Guwahati to Nagaon (Assam)"
1385,"Chartered Bus - ASTC","Volvo AC Seater Pushback 2+2","07:30","09:30","02h 00m","270.01","12 Seats available","4.7","https://www.redbus.in/bus-tickets/guwahati-to-nagaon","Guwahati to Nagaon (Assam)"
1386,"Purple Wings Coaches","A/C Seater / Sleeper (2+1)","04:05","06:45","02h 40m","450","33 Seats available","3.7","https://www.redbus.in/bus-tickets/nagaon-to-guwahati","Nagaon (Assam) to Guwahati"
1387,"MAA Anada (UNDER ASTC)","AC Seater (2+2)","06:25","08:30","02h 05m","247.5","40 Seats available","4.3","https://www.redbus.in/bus-tickets/nagaon-to-guwahati","Nagaon (Assam) to Guwahati"
1388,"NEELKANTH TRAVELS","A/C Seater Push Back (2+2)","06:25","08:30","02h 05m","250","25 Seats available","4.2","https://www.redbus.in/bus-tickets/nagaon-to-guwahati","Nagaon (Assam) to Guwahati"
1389,"Kanchan Travels","AC Seater (2+2)","06:30","08:45","02h 15m","288.2","31 Seats available","4.9","https://www.redbus.in/bus-tickets/nagaon-to-guwahati","Nagaon (Assam) to Guwahati"
1390,"Orient Transline","A/C Seater (2+1)","07:00","09:00","02h 00m","333.33","16 Seats available","4.5","https://www.redbus.in/bus-tickets/nagaon-to-guwahati","Nagaon (Assam) to Guwahati"
1391,"Balaji Tours And Travels","NON A/C Seater (2+2)","10:45","14:45","04h 00m","162","33 Seats available","1","https://www.redbus.in/bus-tickets/goalpara-to-guwahati","Goalpara to Guwahati"
1392,"Balaji Tours And Travels","NON A/C Seater Push Back (2+2)","11:15","15:35","04h 20m","162","41 Seats available","1.7","https://www.redbus.in/bus-tickets/goalpara-to-guwahati","Goalpara to Guwahati"
1393,"Assam State Transport Corporation (ASTC) - 152649","Bharat Benz A/C Seater (2+2)","06:45","13:00","06h 15m","405","5 Seats available","4.4","https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur","Jorhat to North Lakhimpur"
1394,"Padmanav Travels","NON A/C Seater Push Back (2+2)","06:00","13:45","07h 45m","561","29 Seats available","3.2","https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur","Jorhat to North Lakhimpur"
1395,"Assam State Transport Corporation (ASTC) - 157849","Bharat Benz A/C Seater (2+2)","05:00","10:30","05h 30m","410","11 Seats available","3","https://www.redbus.in/bus-tickets/dhubri-to-guwahati","Dhubri to Guwahati"
1396,"Yatra","Non AC Seater (2+2)","20:15","03:30","07h 15m","350","40 Seats available","2.1","https://www.redbus.in/bus-tickets/dhubri-to-guwahati","Dhubri to Guwahati"
1397,"Yatra","Non AC Seater (2+2)","11:15","18:45","07h 30m","300","41 Seats available","1.7","https://www.redbus.in/bus-tickets/dhubri-to-guwahati","Dhubri to Guwahati"
1398,"SREE CHAITANYA","Non AC Seater (2+2)","09:45","16:00","06h 15m","300","43 Seats available","0","https://www.redbus.in/bus-tickets/dhubri-to-guwahati","Dhubri to Guwahati"
1399,"Arifa Travels","Non AC Seater (2+2)","05:30","11:00","05h 30m","300","44 Seats available","1.5","https://www.redbus.in/bus-tickets/dhubri-to-guwahati","Dhubri to Guwahati"
1400,"Basudev Transline","A/C Seater (2+2)","10:00","14:10","04h 10m","300","30 Seats available","3.6","https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh","Jorhat to Dibrugarh"
1401,"Aroti Travels (Under ASTC)","Non AC Seater (2+2)","12:30","16:20","03h 50m","250","37 Seats available","3.9","https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh","Jorhat to Dibrugarh"
1402,"Baikuntha Transport Service","Bharat Benz A/C Seater /Sleeper (2+1)","04:00","07:15","03h 15m","349","29 Seats available","2.3","https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh","Jorhat to Dibrugarh"
1403,"Ankur Travels (Under ASTC)","NON A/C Push Back (2+2)","09:20","13:40","04h 20m","250","31 Seats available","2","https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh","Jorhat to Dibrugarh"
1404,"NEELAKANTHA (RIYA)","Tempo Traveler NON A/C","10:15","13:15","03h 00m","250","20 Seats available","1","https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh","Jorhat to Dibrugarh"
1405,"Padmanav Travels","NON A/C Seater Push Back (2+2)","05:30","13:35","08h 05m","561","37 Seats available","3.6","https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat","North Lakhimpur to Jorhat"
1406,"Priyanka","NON A/C Seater (2+1)","17:30","05:05","11h 35m","600","23 Seats available","3.7","https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat","North Lakhimpur to Jorhat"
1407,"Assam State Transport Corporation (ASTC) - 173044","Non AC Seater (2+2)","13:00","16:30","03h 30m","220","28 Seats available","3.4","https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar","North Lakhimpur to Sibsagar"
1408,"Assam State Transport Corporation (ASTC) - 158350","Bharat Benz A/C Seater (2+2)","12:00","19:00","07h 00m","410","15 Seats available","4.2","https://www.redbus.in/bus-tickets/guwahati-to-dhubri","Guwahati to Dhubri"
1409,"Yatra","Non AC Seater (2+2)","08:15","15:30","07h 15m","350","40 Seats available","2.2","https://www.redbus.in/bus-tickets/guwahati-to-dhubri","Guwahati to Dhubri"
1410,"Yatra","Non AC Seater (2+2)","06:30","12:45","06h 15m","300","41 Seats available","1.1","https://www.redbus.in/bus-tickets/guwahati-to-dhubri","Guwahati to Dhubri"
1411,"SREE CHAITANYA","Non AC Seater (2+2)","17:30","23:00","05h 30m","300","43 Seats available","0","https://www.redbus.in/bus-tickets/guwahati-to-dhubri","Guwahati to Dhubri"
1412,"Maa monosha travels","Non AC Seater (2+2)","14:00","21:30","07h 30m","350","40 Seats available","2","https://www.redbus.in/bus-tickets/guwahati-to-dhubri","Guwahati to Dhubri"
1413,"Assam State Transport Corporation (ASTC) - 147480","Bharat Benz A/C Seater (2+2)","05:55","09:00","03h 05m","213","10 Seats available","3.6","https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati","Dhekiajuli to Guwahati"
1414,"Upasana Travels (Under ASTC)","A/C Seater (2+2)","07:15","10:40","03h 25m","235","19 Seats available","3.4","https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati","Dhekiajuli to Guwahati"
1415,"Volenath","Non AC Seater (2+2)","05:30","09:30","04h 00m","234","25 Seats available","1","https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati","Dhekiajuli to Guwahati"
1416,"Assam State Transport Corporation (ASTC) - 173043","Non AC Seater (2+2)","07:30","11:30","04h 00m","220","16 Seats available","3.9","https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur","Sibsagar to North Lakhimpur"
1417,"Assam State Transport Corporation (ASTC) - 152649","Bharat Benz A/C Seater (2+2)","08:10","13:00","04h 50m","314","5 Seats available","4.2","https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur","Sibsagar to North Lakhimpur"
1418,"Assam State Transport Corporation (ASTC) - 166134","Bharat Benz A/C Seater (2+2)","10:30","15:30","05h 00m","207","23 Seats available","3.9","https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat","Dibrugarh to Jorhat"
1419,"Bashudev Transline (Under ASTC)","A/C Seater (2+1)","06:45","10:30","03h 45m","550","29 Seats available","4.1","https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat","Dibrugarh to Jorhat"
1420,"Aroti Travels (Under ASTC)","Non AC Seater (2+2)","06:45","10:00","03h 15m","250","34 Seats available","3.9","https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat","Dibrugarh to Jorhat"
1421,"NETWORK TRAVELS","Bharat Benz A/C Seater / Sleeper (2+2)","07:15","10:30","03h 15m","350","33 Seats available","4.6","https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat","Dibrugarh to Jorhat"
1422,"SHIVAM TRAVELS","Bharat Benz A/C Seater (2+1)","07:30","11:15","03h 45m","459","14 Seats available","4.7","https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat","Dibrugarh to Jorhat"
1423,"Assam State Transport Corporation (ASTC) - 152649","Bharat Benz A/C Seater (2+2)","06:45","11:20","04h 35m","296","4 Seats available","3.5","https://www.redbus.in/bus-tickets/jorhat-to-dhemaji","Jorhat to Dhemaji"
1424,"Assam State Transport Corporation (ASTC) - 154034","A/C Seater (2+1)","09:15","15:00","05h 45m","285","30 Seats available","4.2","https://www.redbus.in/bus-tickets/jorhat-to-tinsukia","Jorhat to Tinsukia"
1425,"NETWORK TRAVELS","Non A/C Seater / Sleeper (2+1)","00:30","05:30","05h 00m","500","25 Seats available","3.9","https://www.redbus.in/bus-tickets/jorhat-to-tinsukia","Jorhat to Tinsukia"
1426,"Purple Wings Coaches","A/C Seater / Sleeper (2+1)","01:15","05:45","04h 30m","575","23 Seats available","4.4","https://www.redbus.in/bus-tickets/jorhat-to-tinsukia","Jorhat to Tinsukia"
1427,"NETWORK TRAVELS","NON A/C Seater Push Back (2+1)","04:01","09:30","05h 29m","500","22 Seats available","4.5","https://www.redbus.in/bus-tickets/jorhat-to-tinsukia","Jorhat to Tinsukia"
1428,"Aniruddha Travels","AC Seater (2+2)","11:45","17:30","05h 45m","400","24 Seats available","3.9","https://www.redbus.in/bus-tickets/jorhat-to-tinsukia","Jorhat to Tinsukia"
1429,"Aniruddha Travels","AC Seater (2+2)","07:50","16:15","08h 25m","500","22 Seats available","4.1","https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh","Tezpur to Dibrugarh"
1430,"Aniruddha Travels","NON A/C Seater/ Sleeper (2+1)","19:30","04:00","08h 30m","540","25 Seats available","3.8","https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh","Tezpur to Dibrugarh"
1431,"Puja Transport","NON AC Seater / Sleeper 2+1","20:00","04:30","08h 30m","585","15 Seats available","3.6","https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh","Tezpur to Dibrugarh"
1432,"Puja Transport","Non AC Seater (2+2)","20:00","05:00","09h 00m","540","25 Seats available","2.9","https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh","Tezpur to Dibrugarh"
1433,"J.S. Travels","Non AC Seater (2+1)","20:30","04:00","07h 30m","550","32 Seats available","2.3","https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh","Tezpur to Dibrugarh"
1434,"Assam State Transport Corporation (ASTC) - 173420","Bharat Benz A/C Seater (2+2)","07:00","10:35","03h 35m","333","17 Seats available","4.5","https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur","North Lakhimpur to Tezpur"
